Id,overall qual,overall cond,gr liv area,garage area,kitchen abvgr,overall qual^2,overall qual overall cond,overall qual gr liv area,overall qual garage area,overall qual kitchen abvgr,overall cond^2,overall cond gr liv area,overall cond garage area,overall cond kitchen abvgr,gr liv area^2,gr liv area garage area,gr liv area kitchen abvgr,garage area^2,garage area kitchen abvgr,kitchen abvgr^2,saleprice
809,5.0,5.0,1224.0,528.0,2.0,25.0,25.0,6120.0,2640.0,10.0,25.0,6120.0,2640.0,10.0,1498176.0,646272.0,2448.0,278784.0,1056.0,4.0,153337
767,6.0,6.0,1369.0,300.0,1.0,36.0,36.0,8214.0,1800.0,6.0,36.0,8214.0,1800.0,6.0,1874161.0,410700.0,1369.0,90000.0,300.0,1.0,103600
262,5.0,6.0,894.0,308.0,1.0,25.0,30.0,4470.0,1540.0,5.0,36.0,5364.0,1848.0,6.0,799236.0,275352.0,894.0,94864.0,308.0,1.0,128200
101,6.0,5.0,1573.0,440.0,1.0,36.0,30.0,9438.0,2640.0,6.0,25.0,7865.0,2200.0,5.0,2474329.0,692120.0,1573.0,193600.0,440.0,1.0,177500
48,8.0,5.0,2250.0,756.0,1.0,64.0,40.0,18000.0,6048.0,8.0,25.0,11250.0,3780.0,5.0,5062500.0,1701000.0,2250.0,571536.0,756.0,1.0,320000
489,6.0,5.0,1514.0,394.0,1.0,36.0,30.0,9084.0,2364.0,6.0,25.0,7570.0,1970.0,5.0,2292196.0,596516.0,1514.0,155236.0,394.0,1.0,190000
2369,6.0,5.0,1218.0,0.0,1.0,36.0,30.0,7308.0,0.0,6.0,25.0,6090.0,0.0,5.0,1483524.0,0.0,1218.0,0.0,0.0,1.0,91500
707,5.0,4.0,1387.0,256.0,2.0,25.0,20.0,6935.0,1280.0,10.0,16.0,5548.0,1024.0,8.0,1923769.0,355072.0,2774.0,65536.0,512.0,4.0,93000
1556,4.0,4.0,1317.0,250.0,1.0,16.0,16.0,5268.0,1000.0,4.0,16.0,5268.0,1000.0,4.0,1734489.0,329250.0,1317.0,62500.0,250.0,1.0,40000
2034,6.0,7.0,1355.0,0.0,1.0,36.0,42.0,8130.0,0.0,6.0,49.0,9485.0,0.0,7.0,1836025.0,0.0,1355.0,0.0,0.0,1.0,127000
308,4.0,7.0,952.0,330.0,1.0,16.0,28.0,3808.0,1320.0,4.0,49.0,6664.0,2310.0,7.0,906304.0,314160.0,952.0,108900.0,330.0,1.0,50138
2176,6.0,7.0,1113.0,504.0,1.0,36.0,42.0,6678.0,3024.0,6.0,49.0,7791.0,3528.0,7.0,1238769.0,560952.0,1113.0,254016.0,504.0,1.0,148000
1549,5.0,6.0,778.0,924.0,1.0,25.0,30.0,3890.0,4620.0,5.0,36.0,4668.0,5544.0,6.0,605284.0,718872.0,778.0,853776.0,924.0,1.0,120500
909,6.0,7.0,1489.0,240.0,1.0,36.0,42.0,8934.0,1440.0,6.0,49.0,10423.0,1680.0,7.0,2217121.0,357360.0,1489.0,57600.0,240.0,1.0,139500
892,9.0,5.0,1698.0,768.0,1.0,81.0,45.0,15282.0,6912.0,9.0,25.0,8490.0,3840.0,5.0,2883204.0,1304064.0,1698.0,589824.0,768.0,1.0,320000
2045,7.0,8.0,2267.0,498.0,1.0,49.0,56.0,15869.0,3486.0,7.0,64.0,18136.0,3984.0,8.0,5139289.0,1128966.0,2267.0,248004.0,498.0,1.0,219000
2927,5.0,5.0,902.0,484.0,1.0,25.0,25.0,4510.0,2420.0,5.0,25.0,4510.0,2420.0,5.0,813604.0,436568.0,902.0,234256.0,484.0,1.0,131000
1732,6.0,5.0,1495.0,440.0,1.0,36.0,30.0,8970.0,2640.0,6.0,25.0,7475.0,2200.0,5.0,2235025.0,657800.0,1495.0,193600.0,440.0,1.0,171925
998,5.0,5.0,1384.0,404.0,1.0,25.0,25.0,6920.0,2020.0,5.0,25.0,6920.0,2020.0,5.0,1915456.0,559136.0,1384.0,163216.0,404.0,1.0,177900
2203,6.0,7.0,1436.0,228.0,1.0,36.0,42.0,8616.0,1368.0,6.0,49.0,10052.0,1596.0,7.0,2062096.0,327408.0,1436.0,51984.0,228.0,1.0,141500
356,6.0,5.0,1636.0,440.0,1.0,36.0,30.0,9816.0,2640.0,6.0,25.0,8180.0,2200.0,5.0,2676496.0,719840.0,1636.0,193600.0,440.0,1.0,191000
2475,6.0,5.0,1158.0,576.0,1.0,36.0,30.0,6948.0,3456.0,6.0,25.0,5790.0,2880.0,5.0,1340964.0,667008.0,1158.0,331776.0,576.0,1.0,158000
2264,8.0,5.0,1646.0,870.0,1.0,64.0,40.0,13168.0,6960.0,8.0,25.0,8230.0,4350.0,5.0,2709316.0,1432020.0,1646.0,756900.0,870.0,1.0,248900
2201,5.0,7.0,1768.0,240.0,1.0,25.0,35.0,8840.0,1200.0,5.0,49.0,12376.0,1680.0,7.0,3125824.0,424320.0,1768.0,57600.0,240.0,1.0,175000
2545,6.0,7.0,1565.0,299.0,1.0,36.0,42.0,9390.0,1794.0,6.0,49.0,10955.0,2093.0,7.0,2449225.0,467935.0,1565.0,89401.0,299.0,1.0,185900
2660,7.0,7.0,1768.0,320.0,1.0,49.0,49.0,12376.0,2240.0,7.0,49.0,12376.0,2240.0,7.0,3125824.0,565760.0,1768.0,102400.0,320.0,1.0,163000
2882,5.0,6.0,1396.0,0.0,2.0,25.0,30.0,6980.0,0.0,10.0,36.0,8376.0,0.0,12.0,1948816.0,0.0,2792.0,0.0,0.0,4.0,115000
1379,6.0,5.0,1096.0,484.0,1.0,36.0,30.0,6576.0,2904.0,6.0,25.0,5480.0,2420.0,5.0,1201216.0,530464.0,1096.0,234256.0,484.0,1.0,157500
491,7.0,5.0,2312.0,658.0,1.0,49.0,35.0,16184.0,4606.0,7.0,25.0,11560.0,3290.0,5.0,5345344.0,1521296.0,2312.0,432964.0,658.0,1.0,245000
1002,8.0,5.0,1337.0,462.0,1.0,64.0,40.0,10696.0,3696.0,8.0,25.0,6685.0,2310.0,5.0,1787569.0,617694.0,1337.0,213444.0,462.0,1.0,180000
1848,7.0,5.0,1102.0,480.0,1.0,49.0,35.0,7714.0,3360.0,7.0,25.0,5510.0,2400.0,5.0,1214404.0,528960.0,1102.0,230400.0,480.0,1.0,148800
1455,8.0,5.0,2031.0,577.0,1.0,64.0,40.0,16248.0,4616.0,8.0,25.0,10155.0,2885.0,5.0,4124961.0,1171887.0,2031.0,332929.0,577.0,1.0,237000
908,2.0,5.0,438.0,246.0,1.0,4.0,10.0,876.0,492.0,2.0,25.0,2190.0,1230.0,5.0,191844.0,107748.0,438.0,60516.0,246.0,1.0,60000
1490,5.0,5.0,1033.0,504.0,1.0,25.0,25.0,5165.0,2520.0,5.0,25.0,5165.0,2520.0,5.0,1067089.0,520632.0,1033.0,254016.0,504.0,1.0,165000
1465,7.0,5.0,2327.0,596.0,1.0,49.0,35.0,16289.0,4172.0,7.0,25.0,11635.0,2980.0,5.0,5414929.0,1386892.0,2327.0,355216.0,596.0,1.0,240000
1627,7.0,5.0,1187.0,420.0,1.0,49.0,35.0,8309.0,2940.0,7.0,25.0,5935.0,2100.0,5.0,1408969.0,498540.0,1187.0,176400.0,420.0,1.0,160000
2849,6.0,6.0,1340.0,440.0,1.0,36.0,36.0,8040.0,2640.0,6.0,36.0,8040.0,2640.0,6.0,1795600.0,589600.0,1340.0,193600.0,440.0,1.0,128000
1501,4.0,5.0,1152.0,0.0,2.0,16.0,20.0,4608.0,0.0,8.0,25.0,5760.0,0.0,10.0,1327104.0,0.0,2304.0,0.0,0.0,4.0,82000
626,6.0,8.0,1567.0,542.0,1.0,36.0,48.0,9402.0,3252.0,6.0,64.0,12536.0,4336.0,8.0,2455489.0,849314.0,1567.0,293764.0,542.0,1.0,256000
722,7.0,9.0,1482.0,324.0,1.0,49.0,63.0,10374.0,2268.0,7.0,81.0,13338.0,2916.0,9.0,2196324.0,480168.0,1482.0,104976.0,324.0,1.0,143000
2260,7.0,5.0,1689.0,433.0,1.0,49.0,35.0,11823.0,3031.0,7.0,25.0,8445.0,2165.0,5.0,2852721.0,731337.0,1689.0,187489.0,433.0,1.0,231713
1639,5.0,5.0,1424.0,828.0,1.0,25.0,25.0,7120.0,4140.0,5.0,25.0,7120.0,4140.0,5.0,2027776.0,1179072.0,1424.0,685584.0,828.0,1.0,155000
1603,5.0,7.0,816.0,264.0,1.0,25.0,35.0,4080.0,1320.0,5.0,49.0,5712.0,1848.0,7.0,665856.0,215424.0,816.0,69696.0,264.0,1.0,128500
1520,7.0,8.0,1424.0,312.0,1.0,49.0,56.0,9968.0,2184.0,7.0,64.0,11392.0,2496.0,8.0,2027776.0,444288.0,1424.0,97344.0,312.0,1.0,168000
1665,7.0,9.0,1479.0,484.0,1.0,49.0,63.0,10353.0,3388.0,7.0,81.0,13311.0,4356.0,9.0,2187441.0,715836.0,1479.0,234256.0,484.0,1.0,184000
2635,5.0,5.0,1025.0,0.0,1.0,25.0,25.0,5125.0,0.0,5.0,25.0,5125.0,0.0,5.0,1050625.0,0.0,1025.0,0.0,0.0,1.0,124000
581,6.0,6.0,1442.0,615.0,1.0,36.0,36.0,8652.0,3690.0,6.0,36.0,8652.0,3690.0,6.0,2079364.0,886830.0,1442.0,378225.0,615.0,1.0,185000
2435,8.0,5.0,1936.0,504.0,1.0,64.0,40.0,15488.0,4032.0,8.0,25.0,9680.0,2520.0,5.0,3748096.0,975744.0,1936.0,254016.0,504.0,1.0,230500
2799,7.0,5.0,1939.0,555.0,1.0,49.0,35.0,13573.0,3885.0,7.0,25.0,9695.0,2775.0,5.0,3759721.0,1076145.0,1939.0,308025.0,555.0,1.0,227000
883,6.0,5.0,1476.0,540.0,1.0,36.0,30.0,8856.0,3240.0,6.0,25.0,7380.0,2700.0,5.0,2178576.0,797040.0,1476.0,291600.0,540.0,1.0,173500
2537,5.0,6.0,898.0,326.0,1.0,25.0,30.0,4490.0,1630.0,5.0,36.0,5388.0,1956.0,6.0,806404.0,292748.0,898.0,106276.0,326.0,1.0,140000
1120,8.0,5.0,1460.0,480.0,1.0,64.0,40.0,11680.0,3840.0,8.0,25.0,7300.0,2400.0,5.0,2131600.0,700800.0,1460.0,230400.0,480.0,1.0,247000
774,6.0,5.0,1034.0,504.0,1.0,36.0,30.0,6204.0,3024.0,6.0,25.0,5170.0,2520.0,5.0,1069156.0,521136.0,1034.0,254016.0,504.0,1.0,149900
1447,5.0,6.0,1174.0,528.0,1.0,25.0,30.0,5870.0,2640.0,5.0,36.0,7044.0,3168.0,6.0,1378276.0,619872.0,1174.0,278784.0,528.0,1.0,158000
104,7.0,5.0,1080.0,496.0,1.0,49.0,35.0,7560.0,3472.0,7.0,25.0,5400.0,2480.0,5.0,1166400.0,535680.0,1080.0,246016.0,496.0,1.0,147110
2694,6.0,6.0,1376.0,198.0,1.0,36.0,36.0,8256.0,1188.0,6.0,36.0,8256.0,1188.0,6.0,1893376.0,272448.0,1376.0,39204.0,198.0,1.0,119500
920,5.0,6.0,1567.0,440.0,1.0,25.0,30.0,7835.0,2200.0,5.0,36.0,9402.0,2640.0,6.0,2455489.0,689480.0,1567.0,193600.0,440.0,1.0,205000
1951,5.0,9.0,1534.0,0.0,1.0,25.0,45.0,7670.0,0.0,5.0,81.0,13806.0,0.0,9.0,2353156.0,0.0,1534.0,0.0,0.0,1.0,148000
9,8.0,5.0,1616.0,608.0,1.0,64.0,40.0,12928.0,4864.0,8.0,25.0,8080.0,3040.0,5.0,2611456.0,982528.0,1616.0,369664.0,608.0,1.0,236500
2848,5.0,5.0,1551.0,240.0,1.0,25.0,25.0,7755.0,1200.0,5.0,25.0,7755.0,1200.0,5.0,2405601.0,372240.0,1551.0,57600.0,240.0,1.0,137000
614,5.0,5.0,960.0,330.0,1.0,25.0,25.0,4800.0,1650.0,5.0,25.0,4800.0,1650.0,5.0,921600.0,316800.0,960.0,108900.0,330.0,1.0,122000
1736,7.0,5.0,1302.0,436.0,1.0,49.0,35.0,9114.0,3052.0,7.0,25.0,6510.0,2180.0,5.0,1695204.0,567672.0,1302.0,190096.0,436.0,1.0,176485
2686,5.0,5.0,816.0,210.0,1.0,25.0,25.0,4080.0,1050.0,5.0,25.0,4080.0,1050.0,5.0,665856.0,171360.0,816.0,44100.0,210.0,1.0,109000
2257,7.0,5.0,1502.0,286.0,1.0,49.0,35.0,10514.0,2002.0,7.0,25.0,7510.0,1430.0,5.0,2256004.0,429572.0,1502.0,81796.0,286.0,1.0,330000
1284,6.0,5.0,1133.0,308.0,1.0,36.0,30.0,6798.0,1848.0,6.0,25.0,5665.0,1540.0,5.0,1283689.0,348964.0,1133.0,94864.0,308.0,1.0,143000
1765,9.0,5.0,3078.0,806.0,1.0,81.0,45.0,27702.0,7254.0,9.0,25.0,15390.0,4030.0,5.0,9474084.0,2480868.0,3078.0,649636.0,806.0,1.0,410000
1811,6.0,5.0,1721.0,471.0,1.0,36.0,30.0,10326.0,2826.0,6.0,25.0,8605.0,2355.0,5.0,2961841.0,810591.0,1721.0,221841.0,471.0,1.0,201000
2603,4.0,4.0,1760.0,648.0,1.0,16.0,16.0,7040.0,2592.0,4.0,16.0,7040.0,2592.0,4.0,3097600.0,1140480.0,1760.0,419904.0,648.0,1.0,80000
2220,6.0,8.0,2320.0,180.0,1.0,36.0,48.0,13920.0,1080.0,6.0,64.0,18560.0,1440.0,8.0,5382400.0,417600.0,2320.0,32400.0,180.0,1.0,259500
2273,7.0,5.0,2486.0,452.0,1.0,49.0,35.0,17402.0,3164.0,7.0,25.0,12430.0,2260.0,5.0,6180196.0,1123672.0,2486.0,204304.0,452.0,1.0,279900
163,5.0,7.0,1246.0,305.0,1.0,25.0,35.0,6230.0,1525.0,5.0,49.0,8722.0,2135.0,7.0,1552516.0,380030.0,1246.0,93025.0,305.0,1.0,154000
2116,6.0,7.0,2144.0,389.0,1.0,36.0,42.0,12864.0,2334.0,6.0,49.0,15008.0,2723.0,7.0,4596736.0,834016.0,2144.0,151321.0,389.0,1.0,277000
2734,5.0,5.0,1150.0,215.0,1.0,25.0,25.0,5750.0,1075.0,5.0,25.0,5750.0,1075.0,5.0,1322500.0,247250.0,1150.0,46225.0,215.0,1.0,128000
426,8.0,5.0,1600.0,890.0,1.0,64.0,40.0,12800.0,7120.0,8.0,25.0,8000.0,4450.0,5.0,2560000.0,1424000.0,1600.0,792100.0,890.0,1.0,256300
2216,4.0,6.0,1755.0,231.0,1.0,16.0,24.0,7020.0,924.0,4.0,36.0,10530.0,1386.0,6.0,3080025.0,405405.0,1755.0,53361.0,231.0,1.0,188000
2900,8.0,5.0,1800.0,765.0,1.0,64.0,40.0,14400.0,6120.0,8.0,25.0,9000.0,3825.0,5.0,3240000.0,1377000.0,1800.0,585225.0,765.0,1.0,312500
97,7.0,5.0,1200.0,480.0,1.0,49.0,35.0,8400.0,3360.0,7.0,25.0,6000.0,2400.0,5.0,1440000.0,576000.0,1200.0,230400.0,480.0,1.0,151000
1680,5.0,5.0,1365.0,440.0,1.0,25.0,25.0,6825.0,2200.0,5.0,25.0,6825.0,2200.0,5.0,1863225.0,600600.0,1365.0,193600.0,440.0,1.0,122500
1133,6.0,5.0,1696.0,542.0,1.0,36.0,30.0,10176.0,3252.0,6.0,25.0,8480.0,2710.0,5.0,2876416.0,919232.0,1696.0,293764.0,542.0,1.0,188000
2761,7.0,5.0,1809.0,638.0,1.0,49.0,35.0,12663.0,4466.0,7.0,25.0,9045.0,3190.0,5.0,3272481.0,1154142.0,1809.0,407044.0,638.0,1.0,209700
1642,8.0,5.0,2234.0,724.0,1.0,64.0,40.0,17872.0,5792.0,8.0,25.0,11170.0,3620.0,5.0,4990756.0,1617416.0,2234.0,524176.0,724.0,1.0,441929
1141,6.0,5.0,1680.0,474.0,1.0,36.0,30.0,10080.0,2844.0,6.0,25.0,8400.0,2370.0,5.0,2822400.0,796320.0,1680.0,224676.0,474.0,1.0,163000
2118,6.0,8.0,2087.0,444.0,1.0,36.0,48.0,12522.0,2664.0,6.0,64.0,16696.0,3552.0,8.0,4355569.0,926628.0,2087.0,197136.0,444.0,1.0,187500
870,8.0,5.0,1513.0,521.0,1.0,64.0,40.0,12104.0,4168.0,8.0,25.0,7565.0,2605.0,5.0,2289169.0,788273.0,1513.0,271441.0,521.0,1.0,220000
1875,5.0,6.0,1107.0,308.0,1.0,25.0,30.0,5535.0,1540.0,5.0,36.0,6642.0,1848.0,6.0,1225449.0,340956.0,1107.0,94864.0,308.0,1.0,127000
155,5.0,7.0,827.0,392.0,1.0,25.0,35.0,4135.0,1960.0,5.0,49.0,5789.0,2744.0,7.0,683929.0,324184.0,827.0,153664.0,392.0,1.0,107500
1318,6.0,6.0,1484.0,0.0,1.0,36.0,36.0,8904.0,0.0,6.0,36.0,8904.0,0.0,6.0,2202256.0,0.0,1484.0,0.0,0.0,1.0,128000
1285,5.0,5.0,764.0,504.0,1.0,25.0,25.0,3820.0,2520.0,5.0,25.0,3820.0,2520.0,5.0,583696.0,385056.0,764.0,254016.0,504.0,1.0,73000
2400,9.0,5.0,1792.0,874.0,1.0,81.0,45.0,16128.0,7866.0,9.0,25.0,8960.0,4370.0,5.0,3211264.0,1566208.0,1792.0,763876.0,874.0,1.0,374000
1068,8.0,5.0,2649.0,746.0,1.0,64.0,40.0,21192.0,5968.0,8.0,25.0,13245.0,3730.0,5.0,7017201.0,1976154.0,2649.0,556516.0,746.0,1.0,421250
361,6.0,5.0,1593.0,389.0,1.0,36.0,30.0,9558.0,2334.0,6.0,25.0,7965.0,1945.0,5.0,2537649.0,619677.0,1593.0,151321.0,389.0,1.0,178000
1493,4.0,5.0,1181.0,588.0,1.0,16.0,20.0,4724.0,2352.0,4.0,25.0,5905.0,2940.0,5.0,1394761.0,694428.0,1181.0,345744.0,588.0,1.0,137500
1110,8.0,5.0,1987.0,691.0,1.0,64.0,40.0,15896.0,5528.0,8.0,25.0,9935.0,3455.0,5.0,3948169.0,1373017.0,1987.0,477481.0,691.0,1.0,301500
911,6.0,6.0,1242.0,180.0,1.0,36.0,36.0,7452.0,1080.0,6.0,36.0,7452.0,1080.0,6.0,1542564.0,223560.0,1242.0,32400.0,180.0,1.0,105000
2535,6.0,7.0,976.0,504.0,1.0,36.0,42.0,5856.0,3024.0,6.0,49.0,6832.0,3528.0,7.0,952576.0,491904.0,976.0,254016.0,504.0,1.0,157500
2030,5.0,3.0,1214.0,216.0,1.0,25.0,15.0,6070.0,1080.0,5.0,9.0,3642.0,648.0,3.0,1473796.0,262224.0,1214.0,46656.0,216.0,1.0,117000
2634,5.0,6.0,864.0,336.0,1.0,25.0,30.0,4320.0,1680.0,5.0,36.0,5184.0,2016.0,6.0,746496.0,290304.0,864.0,112896.0,336.0,1.0,105000
1530,6.0,5.0,1639.0,240.0,1.0,36.0,30.0,9834.0,1440.0,6.0,25.0,8195.0,1200.0,5.0,2686321.0,393360.0,1639.0,57600.0,240.0,1.0,115000
435,9.0,5.0,1736.0,834.0,1.0,81.0,45.0,15624.0,7506.0,9.0,25.0,8680.0,4170.0,5.0,3013696.0,1447824.0,1736.0,695556.0,834.0,1.0,360000
812,5.0,5.0,1535.0,400.0,2.0,25.0,25.0,7675.0,2000.0,10.0,25.0,7675.0,2000.0,10.0,2356225.0,614000.0,3070.0,160000.0,800.0,4.0,118858
1202,6.0,8.0,1632.0,484.0,1.0,36.0,48.0,9792.0,2904.0,6.0,64.0,13056.0,3872.0,8.0,2663424.0,789888.0,1632.0,234256.0,484.0,1.0,173000
666,3.0,5.0,725.0,320.0,1.0,9.0,15.0,2175.0,960.0,3.0,25.0,3625.0,1600.0,5.0,525625.0,232000.0,725.0,102400.0,320.0,1.0,78500
1751,7.0,5.0,1720.0,440.0,1.0,49.0,35.0,12040.0,3080.0,7.0,25.0,8600.0,2200.0,5.0,2958400.0,756800.0,1720.0,193600.0,440.0,1.0,183500
705,4.0,4.0,936.0,576.0,1.0,16.0,16.0,3744.0,2304.0,4.0,16.0,3744.0,2304.0,4.0,876096.0,539136.0,936.0,331776.0,576.0,1.0,93000
1744,8.0,5.0,1589.0,630.0,1.0,64.0,40.0,12712.0,5040.0,8.0,25.0,7945.0,3150.0,5.0,2524921.0,1001070.0,1589.0,396900.0,630.0,1.0,226500
357,6.0,7.0,1571.0,380.0,1.0,36.0,42.0,9426.0,2280.0,6.0,49.0,10997.0,2660.0,7.0,2468041.0,596980.0,1571.0,144400.0,380.0,1.0,178000
2133,7.0,5.0,1479.0,558.0,1.0,49.0,35.0,10353.0,3906.0,7.0,25.0,7395.0,2790.0,5.0,2187441.0,825282.0,1479.0,311364.0,558.0,1.0,226000
989,5.0,7.0,1632.0,898.0,1.0,25.0,35.0,8160.0,4490.0,5.0,49.0,11424.0,6286.0,7.0,2663424.0,1465536.0,1632.0,806404.0,898.0,1.0,173000
562,5.0,5.0,864.0,360.0,1.0,25.0,25.0,4320.0,1800.0,5.0,25.0,4320.0,1800.0,5.0,746496.0,311040.0,864.0,129600.0,360.0,1.0,62383
1054,9.0,5.0,2713.0,858.0,1.0,81.0,45.0,24417.0,7722.0,9.0,25.0,13565.0,4290.0,5.0,7360369.0,2327754.0,2713.0,736164.0,858.0,1.0,446261
2850,7.0,8.0,1479.0,312.0,1.0,49.0,56.0,10353.0,2184.0,7.0,64.0,11832.0,2496.0,8.0,2187441.0,461448.0,1479.0,97344.0,312.0,1.0,160000
1082,7.0,5.0,1576.0,668.0,1.0,49.0,35.0,11032.0,4676.0,7.0,25.0,7880.0,3340.0,5.0,2483776.0,1052768.0,1576.0,446224.0,668.0,1.0,219990
1440,7.0,5.0,1479.0,577.0,1.0,49.0,35.0,10353.0,4039.0,7.0,25.0,7395.0,2885.0,5.0,2187441.0,853383.0,1479.0,332929.0,577.0,1.0,191000
2006,5.0,7.0,1060.0,308.0,1.0,25.0,35.0,5300.0,1540.0,5.0,49.0,7420.0,2156.0,7.0,1123600.0,326480.0,1060.0,94864.0,308.0,1.0,136500
2082,4.0,5.0,943.0,308.0,1.0,16.0,20.0,3772.0,1232.0,4.0,25.0,4715.0,1540.0,5.0,889249.0,290444.0,943.0,94864.0,308.0,1.0,80000
2344,7.0,5.0,2183.0,786.0,1.0,49.0,35.0,15281.0,5502.0,7.0,25.0,10915.0,3930.0,5.0,4765489.0,1715838.0,2183.0,617796.0,786.0,1.0,229000
248,7.0,5.0,1949.0,574.0,1.0,49.0,35.0,13643.0,4018.0,7.0,25.0,9745.0,2870.0,5.0,3798601.0,1118726.0,1949.0,329476.0,574.0,1.0,236000
2276,10.0,5.0,1824.0,932.0,1.0,100.0,50.0,18240.0,9320.0,10.0,25.0,9120.0,4660.0,5.0,3326976.0,1699968.0,1824.0,868624.0,932.0,1.0,392000
755,6.0,5.0,1930.0,316.0,1.0,36.0,30.0,11580.0,1896.0,6.0,25.0,9650.0,1580.0,5.0,3724900.0,609880.0,1930.0,99856.0,316.0,1.0,149000
1178,10.0,5.0,2393.0,846.0,1.0,100.0,50.0,23930.0,8460.0,10.0,25.0,11965.0,4230.0,5.0,5726449.0,2024478.0,2393.0,715716.0,846.0,1.0,345000
2636,5.0,8.0,2014.0,624.0,1.0,25.0,40.0,10070.0,3120.0,5.0,64.0,16112.0,4992.0,8.0,4056196.0,1256736.0,2014.0,389376.0,624.0,1.0,169000
2077,4.0,5.0,1242.0,336.0,1.0,16.0,20.0,4968.0,1344.0,4.0,25.0,6210.0,1680.0,5.0,1542564.0,417312.0,1242.0,112896.0,336.0,1.0,109900
2930,7.0,5.0,2000.0,650.0,1.0,49.0,35.0,14000.0,4550.0,7.0,25.0,10000.0,3250.0,5.0,4000000.0,1300000.0,2000.0,422500.0,650.0,1.0,188000
737,6.0,6.0,1412.0,280.0,1.0,36.0,36.0,8472.0,1680.0,6.0,36.0,8472.0,1680.0,6.0,1993744.0,395360.0,1412.0,78400.0,280.0,1.0,132500
837,5.0,7.0,990.0,440.0,1.0,25.0,35.0,4950.0,2200.0,5.0,49.0,6930.0,3080.0,7.0,980100.0,435600.0,990.0,193600.0,440.0,1.0,143000
2086,5.0,6.0,1342.0,256.0,1.0,25.0,30.0,6710.0,1280.0,5.0,36.0,8052.0,1536.0,6.0,1800964.0,343552.0,1342.0,65536.0,256.0,1.0,125000
2385,9.0,5.0,1868.0,1085.0,1.0,81.0,45.0,16812.0,9765.0,9.0,25.0,9340.0,5425.0,5.0,3489424.0,2026780.0,1868.0,1177225.0,1085.0,1.0,415000
189,4.0,7.0,1363.0,528.0,1.0,16.0,28.0,5452.0,2112.0,4.0,49.0,9541.0,3696.0,7.0,1857769.0,719664.0,1363.0,278784.0,528.0,1.0,125500
635,6.0,6.0,1632.0,338.0,1.0,36.0,36.0,9792.0,2028.0,6.0,36.0,9792.0,2028.0,6.0,2663424.0,551616.0,1632.0,114244.0,338.0,1.0,139000
432,10.0,5.0,2296.0,842.0,1.0,100.0,50.0,22960.0,8420.0,10.0,25.0,11480.0,4210.0,5.0,5271616.0,1933232.0,2296.0,708964.0,842.0,1.0,451950
900,5.0,5.0,1678.0,0.0,2.0,25.0,25.0,8390.0,0.0,10.0,25.0,8390.0,0.0,10.0,2815684.0,0.0,3356.0,0.0,0.0,4.0,119900
966,8.0,5.0,1296.0,471.0,1.0,64.0,40.0,10368.0,3768.0,8.0,25.0,6480.0,2355.0,5.0,1679616.0,610416.0,1296.0,221841.0,471.0,1.0,220000
1612,6.0,6.0,1587.0,525.0,1.0,36.0,36.0,9522.0,3150.0,6.0,36.0,9522.0,3150.0,6.0,2518569.0,833175.0,1587.0,275625.0,525.0,1.0,167300
904,5.0,6.0,1298.0,256.0,1.0,25.0,30.0,6490.0,1280.0,5.0,36.0,7788.0,1536.0,6.0,1684804.0,332288.0,1298.0,65536.0,256.0,1.0,122000
2487,5.0,5.0,1728.0,504.0,2.0,25.0,25.0,8640.0,2520.0,10.0,25.0,8640.0,2520.0,10.0,2985984.0,870912.0,3456.0,254016.0,1008.0,4.0,125000
1304,5.0,6.0,928.0,288.0,1.0,25.0,30.0,4640.0,1440.0,5.0,36.0,5568.0,1728.0,6.0,861184.0,267264.0,928.0,82944.0,288.0,1.0,112500
2112,7.0,5.0,1795.0,578.0,1.0,49.0,35.0,12565.0,4046.0,7.0,25.0,8975.0,2890.0,5.0,3222025.0,1037510.0,1795.0,334084.0,578.0,1.0,191000
1244,6.0,7.0,1080.0,288.0,1.0,36.0,42.0,6480.0,1728.0,6.0,49.0,7560.0,2016.0,7.0,1166400.0,311040.0,1080.0,82944.0,288.0,1.0,136000
843,7.0,5.0,1779.0,546.0,1.0,49.0,35.0,12453.0,3822.0,7.0,25.0,8895.0,2730.0,5.0,3164841.0,971334.0,1779.0,298116.0,546.0,1.0,197900
2689,6.0,8.0,1635.0,255.0,1.0,36.0,48.0,9810.0,1530.0,6.0,64.0,13080.0,2040.0,8.0,2673225.0,416925.0,1635.0,65025.0,255.0,1.0,117000
2753,7.0,5.0,1220.0,632.0,1.0,49.0,35.0,8540.0,4424.0,7.0,25.0,6100.0,3160.0,5.0,1488400.0,771040.0,1220.0,399424.0,632.0,1.0,194000
1169,9.0,5.0,1310.0,545.0,1.0,81.0,45.0,11790.0,4905.0,9.0,25.0,6550.0,2725.0,5.0,1716100.0,713950.0,1310.0,297025.0,545.0,1.0,285000
1376,5.0,7.0,1355.0,0.0,2.0,25.0,35.0,6775.0,0.0,10.0,49.0,9485.0,0.0,14.0,1836025.0,0.0,2710.0,0.0,0.0,4.0,127500
2503,7.0,5.0,2295.0,590.0,1.0,49.0,35.0,16065.0,4130.0,7.0,25.0,11475.0,2950.0,5.0,5267025.0,1354050.0,2295.0,348100.0,590.0,1.0,268000
1987,4.0,8.0,1798.0,342.0,1.0,16.0,32.0,7192.0,1368.0,4.0,64.0,14384.0,2736.0,8.0,3232804.0,614916.0,1798.0,116964.0,342.0,1.0,137000
